AFTER,IAPF (Hz.),Theta peak frequency (Hz.),Alpha peak frequency (Hz.),Beta peak frequency (Hz.),Baseline Alpha Gravity (Alpha1 / Alpha2 Power),Alpha Gravity (Alpha1 / Alpha2 Power),Baseline Fatigue score (Alpha /Theta /Beta Power),Fatigue score (Alpha /Theta /Beta Power),Baseline Concentration index (Beta/ Alpha Power),Concentration Index (Beta/ Alpha Power),Baseline Relaxation index (Alpha /Beta Power),Relaxation index  (Alpha /Beta Power),Chill %,Stress %,Focus %,Anger %,Self-control %,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
,9.60000038146973,5.16293024672943,9.58155097431881,17.766673475204,2.24005770683289,1.831887387238,13.6450710296631,10.0954771718078,0.295421242713928,0.219651549516411,12.0351495742798,7.93961075518216,87.1826478867304,21.2505443712481,20.5957617823567,26.9878600600625,80.3752291153888,,,,,,,,,,
,9.60000038146973,5.16293024672943,9.58155097431881,17.766673475204,2.24005770683289,1.831887387238,13.6450710296631,10.0954771718078,0.295421242713928,0.219651549516411,12.0351495742798,7.93961075518216,87.1826478867304,21.2505443712481,20.5957617823567,26.9878600600625,80.3752291153888,,,,,,,,,,
,9.60000038146973,5.16293024672943,9.58155097431881,17.766673475204,2.24005770683289,1.831887387238,13.6450710296631,10.0954771718078,0.295421242713928,0.219651549516411,12.0351495742798,7.93961075518216,87.1826478867304,21.2505443712481,20.5957617823567,26.9878600600625,80.3752291153888,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-018,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.60000038146973,5.71773213842487,7.61944957376733,18.5987873462204,0.642802119255066,0.861380784670597,4.94937992095947,2.27197854706196,0.561525046825409,0.843379344706923,1.78086447715759,1.27164782509511,39.4069490209671,30.0035228993248,54.7090399043805,62.1622203308536,38.2444296628586,,,,0.0173468898453635,0.202045515179634,0.471489015131722,0.261877621350196,0.343679306604908,0.280939728839807,9.58953285217285
,9.60000038146973,5.02831260412383,7.72488269678852,19.5508754844707,0.642802119255066,0.796332973780802,4.94937992095947,3.49969826579117,0.561525046825409,0.715466171288579,1.78086447715759,1.56311366309992,45.9841654405573,33.008264089147,60.3378269538899,66.7527173742556,40.5053908209026,,,,0.0382573506864805,0.202045515179634,0.320618967440015,0.343032119558802,0.296911616105389,0.203777045272192,9.58953285217285
,9.60000038146973,5.22943297902424,8.66446130394234,17.5595501282497,0.642802119255066,0.752202703072407,4.94937992095947,3.11868599863588,0.561525046825409,0.7177876431642,1.78086447715759,1.57238157664566,57.9267004861438,42.3401822819555,61.6365441358378,56.3986932868485,52.1466341061132,,,,0.0491472847947852,0.202045515179634,0.357974298197451,0.313595201790574,0.320980840646705,0.219552558405087,9.58953285217285
,9.60000038146973,5.29135588881622,7.85101912806259,16.4135459870202,0.642802119255066,0.703972432514556,4.94937992095947,5.03909966233813,0.561525046825409,0.555260752567732,1.78086447715759,2.12956898828714,71.2415559339753,38.7584466455646,45.2619059342396,34.5936094590839,75.3524810040861,,,,0.0512362110704652,0.202045515179634,0.259262620648571,0.365559266017264,0.305921811794696,0.169662921124171,9.58953285217285
,9.60000038146973,5.08371386418455,7.6879687059472,18.0833768050505,0.642802119255066,0.581453123288245,4.94937992095947,3.09501571946394,0.561525046825409,0.762124550230452,1.78086447715759,1.35237506003948,59.245825704757,50.7541047351218,70.3279504339429,38.3831428932338,71.5916449087313,,,,0.0570781465677466,0.202045515179634,0.336965949056531,0.365095220797857,0.286836870774473,0.217208108170861,9.58953285217285
,9.60000038146973,5.51512383041528,7.6448140080979,16.8936456806582,0.642802119255066,0.497134706180342,4.94937992095947,3.13574364701469,0.561525046825409,0.738383081045952,1.78086447715759,1.45408180274469,59.9561383908837,50.0438638343161,75.1490487050434,41.6146168777536,68.3827058211794,,,,0.0619619347012603,0.202045515179634,0.335922179522485,0.341759093805659,0.297968411909975,0.210767810893403,9.58953285217285
,9.60000038146973,5.86318714406632,7.05369094426526,17.8909425044359,0.642802119255066,0.623564800212037,4.94937992095947,4.39612588943694,0.561525046825409,0.6707215053079,1.78086447715759,1.65244386398613,58.593913143046,51.4060897702273,77.2108233960709,39.2494165240015,70.5551783737073,,,,0.0792065067962117,0.202045515179634,0.294271578700263,0.374981678134882,0.284501698438013,0.190168502011054,9.58953285217285
,9.60000038146973,5.43009085406807,9.16913526490982,17.5457134834911,0.642802119255066,0.618352851427359,4.94937992095947,3.58986245873909,0.561525046825409,0.707025589902863,1.78086447715759,1.49661892473286,67.1163072101665,42.883695512913,54.0962413867949,20.4179911763461,89.0726503471993,,,,0.0835837586462353,0.202045515179634,0.294068330502353,0.381266361630553,0.2773854641844,0.192143853086674,9.58953285217285
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-020,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.69999980926514,5.33715721640154,7.60597764332238,19.3131693469614,1.53108882904053,1.24533579780153,6.30393934249878,3.96622423241568,0.374698400497437,0.634855324701056,2.6688129901886,1.90444183246614,42.1592164034836,55.1771037076567,36.3393424669926,34.956782747549,42.1592164034836,,,,0.00356532620102633,0.158630967140198,0.275864890046048,0.357300959521243,0.315412958533067,0.181387259879206,9.10629463195801
,8.69999980926514,5.45833816836532,8.72499362026291,18.5736965504836,1.53108882904053,1.83543209071972,6.30393934249878,3.51921090085145,0.374698400497437,0.616673052991831,2.6688129901886,2.22418711812892,55.031005913879,42.1605878485058,37.299266771862,52.702056784375,52.6694532350724,,,,0.0123557805336364,0.158630967140198,0.357730151681538,0.244402198659823,0.413247857007212,0.218057022559135,9.10629463195801
,8.69999980926514,4.7467035790237,8.1541309079307,16.9875534099227,1.53108882904053,1.47298313381898,6.30393934249878,4.73447817201681,0.374698400497437,0.556513850967298,2.6688129901886,2.1587536767785,54.1729307610736,53.7313760933053,41.3949113186824,46.5732646127257,56.2926356126205,,,,0.0253974550419893,0.158630967140198,0.233275560782498,0.353220838977445,0.30359017783078,0.149545687797929,9.10629463195801
,8.69999980926514,5.10600080833907,8.37348062545624,18.7290637437481,1.53108882904053,1.71032431582287,6.30393934249878,3.68442824760795,0.374698400497437,0.481976920785939,2.6688129901886,2.38974974133735,63.7179478863665,45.4450474751496,38.6392810954027,46.6409009593467,61.8888285290307,,,,0.0258129651549291,0.158630967140198,0.295665156733566,0.227380611983033,0.453637031163189,0.197428681428223,9.10629463195801
,8.69999980926514,5.55933343395995,9.00150186849071,18.7580348615989,1.53108882904053,1.98998422635725,6.30393934249878,4.21544367854359,0.374698400497437,0.527877727311847,2.6688129901886,3.20075731461874,66.5840511174951,31.2667815814554,42.8080008920783,53.4156960886344,56.4332234276022,,,,0.0336324655969524,0.158630967140198,0.33070273198462,0.198577862316804,0.498149332153157,0.210833688153802,9.10629463195801
,8.69999980926514,4.97863157695871,8.8805530338793,19.1311390526366,1.53108882904053,2.44838634492328,6.30393934249878,3.01093093804842,0.374698400497437,0.841071819833848,2.6688129901886,1.73199634170026,58.3506251792348,45.6101236070652,70.1456760474053,60.1524129273449,49.4302661243078,,,,0.0625591625986869,0.158630967140198,0.450415791122828,0.263647034769361,0.344027915008303,0.257164273996155,9.10629463195801
,8.69999980926514,5.11362775600137,7.85035479560384,19.8543184293262,1.53108882904053,1.80902925590696,6.30393934249878,2.48302111610609,0.374698400497437,1.05394201848505,2.6688129901886,1.30730340515162,58.5606713074049,47.1590534613013,76.6798624152648,58.2137044149326,51.7444370492054,,,,0.104361988108014,0.158630967140198,0.572344326233513,0.263174903494998,0.304797830838761,0.302140495706238,9.10629463195801
,8.69999980926514,4.93123759114043,9.10994059732399,17.1093215693416,1.53108882904053,2.59149098729995,6.30393934249878,3.1880248591281,0.374698400497437,0.754260275932609,2.6688129901886,1.96743661847545,48.0231484527813,59.1576898272994,70.1216705117067,69.4251258099114,39.8330883991521,,,,0.178849143170132,0.158630967140198,0.439409332961148,0.239692880751631,0.393481687670322,0.238583804441354,9.10629463195801
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11.3999996185303,5.02836801948857,8.99400630775435,18.6011273658283,0.196894958615303,0.338927625962993,2.7583155632019,2.33394026917424,1.02849042415619,1.07322421705408,0.972298800945282,1.03895608721613,29.2835460556427,32.8927755435787,60.3504067294953,59.6723259206393,29.2835460556427,,,,0.109285588884732,0.36254009604454,0.535955063096334,0.297401865468437,0.267314751615527,0.284731527920723,10.22935962677
,11.3999996185303,5.01890894801026,9.2180474583386,18.1456071396002,0.196894958615303,0.421702771262209,2.7583155632019,2.74461219364834,1.02849042415619,1.00222068930303,0.972298800945282,1.16999860091219,39.2987370533441,40.144549905654,58.7014767318536,53.9168380998231,39.2987370533441,,,,0.169666994869545,0.36254009604454,0.474412944410165,0.322880622378394,0.260494966508203,0.255517190556348,10.22935962677
,11.3999996185303,4.68007509103977,10.0359767705309,19.5908475908488,0.196894958615303,0.389279966161024,2.7583155632019,1.51644493737117,1.02849042415619,1.44071825585584,0.972298800945282,0.745063480292382,39.2886957708346,40.7387592675081,77.4406271730083,72.5144264844369,36.407037387294,,,,0.267522720483998,0.36254009604454,0.716905086281761,0.252678835833979,0.254822481067188,0.352592007808011,10.22935962677
,11.3999996185303,4.83062016159172,9.16641227072746,18.8913969623637,0.196894958615303,0.469323995070022,2.7583155632019,1.9283935945479,1.02849042415619,1.17367236417908,0.972298800945282,0.947958115705651,38.3557723147321,47.3688596772522,90.4962476532112,79.4198616794429,29.5691001047493,,,,0.390843670895133,0.36254009604454,0.615977498429957,0.2517790531561,0.279734283186798,0.310368634338357,10.22935962677
,11.3999996185303,4.91355867646725,9.79747456272333,18.5624760982451,0.196894958615303,0.287208974685889,2.7583155632019,1.49844674172674,1.02849042415619,1.40268074960683,0.972298800945282,0.875604932717051,41.5420162148195,39.6054486251785,61.5875424424603,78.3536060745062,31.5501372305867,,,,0.473524734044545,0.36254009604454,0.774008763112913,0.214487318679063,0.293006462594159,0.36742087983659,10.22935962677
,11.3999996185303,4.58145350002495,8.46836789889376,19.5841779544005,0.196894958615303,0.284860049792724,2.7583155632019,3.70189807714897,1.02849042415619,1.18460548251882,0.972298800945282,1.22067095249396,35.5810985085359,54.8839781501943,67.7649488652554,73.8956409927291,34.2116474077595,,,,0.617505074488502,0.36254009604454,0.521179418525539,0.362340511768855,0.216248349316367,0.25386938097231,10.22935962677
,11.3999996185303,4.66535809450818,7.66889008701847,19.6733211423777,0.196894958615303,0.287193304735829,2.7583155632019,4.92305058719815,1.02849042415619,0.869952392580278,0.972298800945282,1.26900027299457,36.3430460257282,73.6569564556225,45.0487670021003,21.5674493610714,83.3792488981283,,,,0.662286660975503,0.36254009604454,0.249060837605554,0.455686822652208,0.177422508652695,0.152575743800327,10.22935962677
,11.3999996185303,5.20135035404605,9.29057773895488,19.9218452153427,0.196894958615303,0.396212679572568,2.7583155632019,2.27157139974291,1.02849042415619,0.986796094192202,0.972298800945282,1.091323674538,52.6383431793758,57.1236585749423,50.7991177810291,40.6558535688352,67.292115527529,,,,0.705565354040656,0.36254009604454,0.526965740456296,0.271415102866931,0.289804962295577,0.285005703895675,10.22935962677
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-024,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
