BEFORE,IAPF (Hz.),Theta peak frequency (Hz.),Alpha peak frequency (Hz.),Beta peak frequency (Hz.),Baseline Alpha Gravity (Alpha1 / Alpha2 Power),Alpha Gravity (Alpha1 / Alpha2 Power),Baseline Fatigue score (Alpha /Theta /Beta Power),Fatigue score (Alpha /Theta /Beta Power),Baseline Concentration index (Beta/ Alpha Power),Concentration Index (Beta/ Alpha Power),Baseline Relaxation index (Alpha /Beta Power),Relaxation index  (Alpha /Beta Power),Chill %,Stress %,Focus %,Anger %,Self-control %,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
,9.0,5.28145660086843,7.63881508377971,16.7032652357537,0.151544824242592,0.182472670330542,29.2507991790771,8595.67850575023,0.0344918370246887,0.0516370583802951,29.0023994445801,73.7020548824924,25.0771000760928,22.7574774107366,21.792339208425,82.2525438756421,23.9258699846421,,,,,,,,,,
,9.0,4.96013963954788,7.97164608250192,17.4280469854157,0.151544824242592,0.368224849912349,29.2507991790771,2881.07941149776,0.0344918370246887,0.111073800090817,29.0023994445801,38.5430659724038,26.7392960275922,23.580200235565,20.6558242525373,85.9637050504808,21.7816460380307,,,,,,,,,,
,9.0,5.39410226264557,7.36397079421331,16.7560372558662,0.151544824242592,0.151529133916384,29.2507991790771,29.2476434382414,0.0344918370246887,0.0344836123216322,29.0023994445801,28.9992826399557,22.3646765653189,20.8768157153935,16.3769951346633,97.5696154507724,12.3987479240863,,,,,,,,,,
,9.0,5.13322276630245,7.8718162713555,17.0255773686975,0.151544824242592,0.151528705821046,29.2507991790771,29.2477110663822,0.0344918370246887,0.0344835335409986,29.0023994445801,28.9993488743481,22.8805583426623,19.9295504748337,12.6450569866149,97.1194442004692,12.8554859611077,,,,,,,,,,
,9.0,5.56092246448473,7.79221809498139,16.0620662481372,0.151544824242592,0.200398657850933,29.2507991790771,2409.47320787265,0.0344918370246887,0.0425752785767025,29.0023994445801,42.8883076128707,23.6791249307562,21.7755591896316,10.1664151482898,96.1531393639683,13.676369369704,,,,,,,,,,
,9.0,4.13155281043288,8.57035830319128,15.8306418932861,0.151544824242592,3.19645269695842,29.2507991790771,17336.8078128812,0.0344918370246887,1.06918587443193,29.0023994445801,113.637749405403,44.4466470208499,51.6838304563718,44.8713033097019,42.6592620276775,39.9907994286062,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-013,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.8999996185303,6.09083847491922,7.18180452735821,17.2901809813478,0.301666032709482,0.177953562800545,18.3926974467584,12.1649315303285,0.195708903578834,0.228625659077443,9.5185077463868,4.78200068150276,42.6947266943813,62.8334160405715,54.5251881132603,43.6673173889012,44.8705582318283,,,,,,,,,,
,10.8999996185303,5.74830682241297,7.36331168077208,16.4431137491974,0.320844113826752,0.18267134544887,19.5619926452637,16.8822220027912,0.208150878548622,0.168404871358158,10.1236362457275,7.04390342027144,44.3173743099361,65.2283954929996,29.5318292054263,9.01163528844213,47.6791845916154,,,,,,,,,,
