AFTER,IAPF (Hz.),Theta peak frequency (Hz.),Alpha peak frequency (Hz.),Beta peak frequency (Hz.),Baseline Alpha Gravity (Alpha1 / Alpha2 Power),Alpha Gravity (Alpha1 / Alpha2 Power),Baseline Fatigue score (Alpha /Theta /Beta Power),Fatigue score (Alpha /Theta /Beta Power),Baseline Concentration index (Beta/ Alpha Power),Concentration Index (Beta/ Alpha Power),Baseline Relaxation index (Alpha /Beta Power),Relaxation index  (Alpha /Beta Power),Chill %,Stress %,Focus %,Anger %,Self-control %,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
ID-004,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10.3000001907349,4.90825042555336,7.09994612237352,15.8545974822278,0.810293257236481,0.396326370619698,9.58974838256836,8.12287484944337,0.80159604549408,0.369064661181767,3.168781042099,3.01340241838371,51.4357730363704,58.4637138560155,23.6995019595332,33.380586200962,57.9632700997185,,,,,,,,,,
,10.3000001907349,4.94740159761337,7.19287937501117,15.4230841885975,0.810293257236481,0.391922071535909,9.58974838256836,9.11047356363325,0.80159604549408,0.34925450593375,3.168781042099,3.05914818525126,48.0424782525925,61.8903155311706,22.470517860897,24.5662004622202,64.6154350644066,,,,,,,,,,
,10.3000001907349,4.94005520561892,7.29398421625232,15.2619258738015,0.810293257236481,0.554118059586369,9.58974838256836,8.15386603236949,0.80159604549408,0.452809472626974,3.168781042099,2.78831067035064,46.48912442445,62.9962268973751,24.4469904794302,24.8966662590436,71.3149898180074,,,,,,,,,,
,10.3000001907349,4.81788129149359,7.0,15.1349857716168,0.810293257236481,0.322545051947,9.58974838256836,11.8193739674137,0.80159604549408,0.2828373747932,3.168781042099,3.63975828108532,44.4532041851478,65.5467980843556,22.3121725335906,16.6304674631433,93.2144860376286,,,,,,,,,,
,10.3000001907349,4.78232067087062,7.00499210116613,15.3781865058917,0.810293257236481,0.36818866123591,9.58974838256836,10.2565611037089,0.80159604549408,0.341338828565526,3.168781042099,3.17319862665724,42.5074505316326,67.4260044188296,23.3734065262251,12.5431097777911,95.3229224881478,,,,,,,,,,
,10.3000001907349,4.60960506811338,7.03568088665578,15.2781595894209,0.810293257236481,0.51072742279154,9.58974838256836,8.7617116494578,0.80159604549408,0.411843472544286,3.168781042099,2.9446084184481,49.7724576832559,60.0181852886085,27.3605633806467,27.2157222121059,80.248538760024,,,,,,,,,,
,10.3000001907349,4.82167829545138,7.077023659309,15.3015535966831,0.810293257236481,0.416539684623384,9.58974838256836,10.5021267449931,0.80159604549408,0.392780892503233,3.168781042099,3.34240902410228,49.8751837673247,60.1221438627514,29.9199346879303,24.074554199676,85.1823089070125,,,,,,,,,,
,10.3000001907349,4.69723569827744,7.0,15.8617531697207,0.810293257236481,0.50591084775338,9.58974838256836,8.23395485990786,0.80159604549408,0.605182367553581,3.168781042099,2.71893556991051,52.000173610977,57.8449558185626,41.1216377910179,29.4056464116785,80.5938363980643,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-005,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.30000019073486,4.83401689970813,7.1775472986054,16.8911097944426,3.78065180134129,2.8465280884021,2.02015118824469,1.86172056619379,0.289315413683653,0.25745389023091,0.593079348673692,0.554291961444793,39.1255985595085,66.5138836422482,65.4625694300677,50.0614343527201,44.0844692926149,,,,,,,,,,
,7.30000019073486,5.08711936559595,7.38161345435397,16.3488739087078,10.4099807739258,8.76167223684328,5.56246280670166,3.5665446684801,0.796626627445221,0.964183415615761,1.63303709030151,1.13228887084151,35.0226872291885,72.9715774407908,79.2311791940897,52.3310365308233,36.8880650752733,,,,,,,,,,
,7.30000019073486,4.87574502099352,7.45558666598799,16.1727133690037,10.4099807739258,11.0468098125537,5.56246280670166,2.96180830587146,0.796626627445221,1.10119892550608,1.63303709030151,0.942751848167176,26.9551570320129,80.6232148361206,94.54667040507,63.0231789016724,32.8644685077667,,,,,,,,,,
,7.30000019073486,5.27511792544112,8.16611456082116,15.8909568015442,10.4099807739258,10.4149216994891,5.56246280670166,4.03013900884359,0.796626627445221,0.658075681203526,1.63303709030151,1.98853754398434,31.7259106049902,77.9491684618978,85.9326753077713,73.1905350542544,36.2307793816855,,,,,,,,,,
,7.30000019073486,5.53600335244129,7.93822292959437,16.5207055127717,10.4099807739258,10.8368940353394,5.56246280670166,4.04193162918083,0.796626627445221,0.603916704654694,1.63303709030151,1.65585744380951,32.4630928039551,77.5369110107422,84.6509017944336,72.4642791748047,37.019588470459,,,,,,,,,,
,7.30000019073486,5.04275084849605,8.15463452503931,16.2931593586992,10.4099807739258,10.8368940353394,5.56246280670166,4.04193162918084,0.796626627445221,0.603916704654694,1.63303709030151,1.65585744380951,32.4630928039551,77.5369110107422,84.6509017944336,72.4642791748047,37.019588470459,,,,,,,,,,
,7.30000019073486,5.24572956490394,7.38467615940342,16.1659966152615,10.4099807739258,11.1430603740052,5.56246280670166,3.99585748220915,0.796626627445221,0.607222270981498,1.63303709030151,1.67116845539794,32.8876601332217,77.1123441081612,83.822924058306,71.5844723633016,38.0508599130061,,,,,,,,,,
,7.30000019073486,4.84297165315813,7.94549746788806,16.8621235911952,10.4099807739258,10.9395581061534,5.56246280670166,4.85605613324394,0.796626627445221,0.536850962072912,1.63303709030151,2.04589500226341,39.7100888795168,70.2899126743832,45.7081767768414,30.1053587908737,79.8577233889266,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-007,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.1000003814697,5.51532019553799,10.3533893602359,16.8619571387414,0.277532070875168,0.204356691496872,1.44692754745483,1.53563495218851,2.09173226356506,1.29672576546078,1.13728535175323,0.823778372126153,49.3009037735439,53.6737717669396,48.1665168044591,41.165989507543,48.8594944327578,,,,,,,,,,
,12.1000003814697,5.41479371613551,11.7378584841127,16.0106139622274,0.277532070875168,0.314757365884257,1.44692754745483,1.14406184905479,2.09173226356506,1.33805945919873,1.13728535175323,0.812981486306615,46.1649472431811,44.5063888879862,48.3773355087306,50.619578896267,45.9398574702157,,,,,,,,,,
,12.1000003814697,5.37834226335229,11.3962018732873,15.8935926920743,0.277532070875168,0.297328139004456,1.44692754745483,1.16129790361118,2.09173226356506,1.38975630909552,1.13728535175323,0.805060932122809,50.3279079570993,39.0025000532402,52.3988988554736,61.38769453555,47.9205596618143,,,,,,,,,,
,12.1000003814697,5.41523292277299,10.7888568315728,15.6582645992749,0.277532070875168,0.275370235131332,1.44692754745483,1.40233601526094,2.09173226356506,1.39538232275531,1.13728535175323,0.762715290956909,49.9441710486388,47.9703747500199,62.8016381033645,67.3586341108935,41.3471915107003,,,,,,,,,,
,12.1000003814697,4.96397669217587,10.8314247771343,16.4434550498486,0.277532070875168,0.268878850561382,1.44692754745483,1.26913613375623,2.09173226356506,1.57959179243147,1.13728535175323,0.712579384862884,42.8159722773234,50.5260651620229,77.2843346405029,72.2395762443543,36.2755925178528,,,,,,,,,,
,12.1000003814697,5.30366505951771,10.4420807332017,16.067935717759,0.277532070875168,0.262354545229586,1.44692754745483,1.08131535531762,2.09173226356506,1.55349088473977,1.13728535175323,0.690375254877628,40.4962295998048,51.7718987480642,90.4438124678709,79.4325120252351,30.4465898224229,,,,,,,,,,
,12.1000003814697,5.59100999252796,10.0270499011914,16.5229865890345,0.277532070875168,0.252335947704565,1.44692754745483,0.934171628143382,2.09173226356506,1.75151894684235,1.13728535175323,0.590525763690972,32.1148525333405,63.6031261761983,75.5063585917155,87.8812155024211,21.9832846323649,,,,,,,,,,
,12.1000003814697,5.50891682656554,11.977126346055,15.8148003353653,0.277532070875168,0.321768006132716,1.44692754745483,1.19322347169112,2.09173226356506,1.32580896510061,1.13728535175323,0.835625206874238,46.1260455983649,43.8310288764078,53.5655158514191,73.8739574007107,35.9058144231406,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-011,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8.30000019073486,4.89580327626361,9.05809927321639,16.5863300923138,4.23048782348633,6.72257256591807,6.49571752548218,7.43614036916329,0.526713013648987,0.259189709162567,3.75438570976257,4.78520049723571,77.0103077400021,30.4917426907919,30.7492847938848,41.1856506347656,68.7559163349431,,,,,,,,,,
,8.30000019073486,4.73194010379631,7.97235919946985,16.1734368831209,4.23048782348633,2.64717802419639,6.49571752548218,8.76225591965862,0.526713013648987,0.28508104647537,3.75438570976257,4.03301992944145,85.1871088885952,24.7254028783261,21.6675773237901,24.7778572079433,84.902800279142,,,,,,,,,,
,8.30000019073486,5.44915075534747,8.64025442920966,17.1293386547918,4.23048782348633,3.99532641589553,6.49571752548218,5.20003817878235,0.526713013648987,0.324107173429365,3.75438570976257,3.32478244811829,91.1630935297986,17.8303634420979,21.1985663254798,23.422506091274,86.5374890888529,,,,,,,,,,
